road_class,road_class_code,road_class_name,road_class_sort,road,road_number,road_name,road_sort,section,section_label,section_start_date,section_end_date,section_length,section_function,section_function_code,section_function_name,section_function_sort,operational_area,operational_area_code,operational_area_name,operational_area_sort,data_key,direction_key,direction_code,direction_name,direction_sort,permanent_lanes,single_or_dual,single_or_dual_code,single_or_dual_name,single_or_dual_sort,environment,environment_code,environment_name,environment_sort,local_authority,local_authority_code,local_authority_name,local_authority_sort,plan_reference,start_chainage,end_chainage
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389421,0500A47/870,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,160.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,49,S2W,Two Way Single Carriageway,20,8,R,Rural,10,54,0500,Cambridgeshire,1600,A47/16,0,160
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389423,0500A47/405,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,231.000,4,OB,Ox Bow Lay-by,40,6,A06,Area 6,60,10,4,WB,West,40,1.000000,50,S1W,One Way Single Carriageway,30,8,R,Rural,10,54,0500,Cambridgeshire,1600,A47/03,0,231
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389424,0500A47/397,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,237.000,4,OB,Ox Bow Lay-by,40,6,A06,Area 6,60,10,3,EB,East,30,1.000000,50,S1W,One Way Single Carriageway,30,8,R,Rural,10,54,0500,Cambridgeshire,1600,A47/03,0,237
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389425,0500A47/393,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,229.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,4,WB,West,40,2.000000,51,DUALF,Dual Carriageway (Not Nominated),10,8,R,Rural,10,54,0500,Cambridgeshire,1600,A47/03,0,229
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389426,0500A47/389,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,230.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,1612,DUALT,Dual Carriageway (Nominated),8,8,R,Rural,10,54,0500,Cambridgeshire,1600,A47/03,0,230
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389370,2600A47/633,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,1807.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,4,WB,West,40,2.000000,51,DUALF,Dual Carriageway (Not Nominated),10,8,R,Rural,10,60,2600,Norfolk,6900,A47/47,0,1807
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389430,2600A47/493,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,494.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,1612,DUALT,Dual Carriageway (Nominated),8,8,R,Rural,10,60,2600,Norfolk,6900,A47/40,0,494
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389431,2600A47/506,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,1338.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,1612,DUALT,Dual Carriageway (Nominated),8,8,R,Rural,10,60,2600,Norfolk,6900,A47/41,0,1338
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389432,2600A47/520,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,720.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,1612,DUALT,Dual Carriageway (Nominated),8,8,R,Rural,10,60,2600,Norfolk,6900,A47/41,0,720
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389433,2600A47/529,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,639.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,1612,DUALT,Dual Carriageway (Nominated),8,8,R,Rural,10,60,2600,Norfolk,6900,A47/42,0,639
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389400,2600A47/962,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,557.000,2,SLIP,Slip Road,20,6,A06,Area 6,60,10,4,WB,West,40,2.000000,50,S1W,One Way Single Carriageway,30,8,R,Rural,10,60,2600,Norfolk,6900,A47/42,0,557
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389401,0500A47/741,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,890.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,49,S2W,Two Way Single Carriageway,20,8,R,Rural,10,54,0500,Cambridgeshire,1600,A47/08,0,890
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389404,0500A47/733,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,335.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,49,S2W,Two Way Single Carriageway,20,8,R,Rural,10,54,0500,Cambridgeshire,1600,A47/08,0,335
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389405,0500A47/725,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,742.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,49,S2W,Two Way Single Carriageway,20,8,R,Rural,10,54,0500,Cambridgeshire,1600,A47/08,0,742
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389406,0500A47/717,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,214.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,49,S2W,Two Way Single Carriageway,20,8,R,Rural,10,54,0500,Cambridgeshire,1600,A47/08,0,214
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389407,2600A47/265,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,1969.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,49,S2W,Two Way Single Carriageway,20,8,R,Rural,10,60,2600,Norfolk,6900,A47/27,0,1969
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389408,2600A47/257,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,1944.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,49,S2W,Two Way Single Carriageway,20,8,R,Rural,10,60,2600,Norfolk,6900,A47/27,0,1944
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389411,0500A47/850,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,268.000,4,OB,Ox Bow Lay-by,40,6,A06,Area 6,60,10,3,EB,East,30,1.000000,50,S1W,One Way Single Carriageway,30,8,R,Rural,10,54,0500,Cambridgeshire,1600,A47/15,0,268
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389412,0500A47/840,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,173.000,4,OB,Ox Bow Lay-by,40,6,A06,Area 6,60,10,3,EB,East,30,1.000000,50,S1W,One Way Single Carriageway,30,8,R,Rural,10,54,0500,Cambridgeshire,1600,A47/15,0,173
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389415,0500A47/830,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,204.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,49,S2W,Two Way Single Carriageway,20,8,R,Rural,10,54,0500,Cambridgeshire,1600,A47/15,0,204
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389374,2600A47/441,01-Jan-2000 00:00:00,01-Jan-3000 00:00:00,1972.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,49,S2W,Two Way Single Carriageway,20,8,R,Rural,10,60,2600,Norfolk,6900,A47/38,0,1972
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389377,2600A47/374,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,1664.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,49,S2W,Two Way Single Carriageway,20,8,R,Rural,10,60,2600,Norfolk,6900,A47/34,0,1664
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389379,2600A47/358,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,1076.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,49,S2W,Two Way Single Carriageway,20,8,R,Rural,10,60,2600,Norfolk,6900,A47/32,0,1076
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389383,2600A47/242,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,1505.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,49,S2W,Two Way Single Carriageway,20,8,R,Rural,10,60,2600,Norfolk,6900,A47/26,0,1505
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389385,2600A47/117,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,1350.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,49,S2W,Two Way Single Carriageway,20,8,R,Rural,10,60,2600,Norfolk,6900,A47/18,0,1350
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389387,2600A47/108,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,2155.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,49,S2W,Two Way Single Carriageway,20,8,R,Rural,10,60,2600,Norfolk,6900,A47/17,0,2155
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389388,0500A47/779,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,135.000,4,OB,Ox Bow Lay-by,40,6,A06,Area 6,60,10,3,EB,East,30,1.000000,50,S1W,One Way Single Carriageway,30,8,R,Rural,10,54,0500,Cambridgeshire,1600,A47/11,0,135
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389392,0500A47/737,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,347.000,4,OB,Ox Bow Lay-by,40,6,A06,Area 6,60,10,3,EB,East,30,1.000000,50,S1W,One Way Single Carriageway,30,8,R,Rural,10,54,0500,Cambridgeshire,1600,A47/08,0,347
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389393,0500A47/437,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,231.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,4,WB,West,40,2.000000,51,DUALF,Dual Carriageway (Not Nominated),10,8,R,Rural,10,54,0500,Cambridgeshire,1600,A47/03,0,231
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389397,0500A47/425,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,232.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,1612,DUALT,Dual Carriageway (Nominated),8,8,R,Rural,10,54,0500,Cambridgeshire,1600,A47/03,0,232
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389399,2600A47/967,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,562.000,2,SLIP,Slip Road,20,6,A06,Area 6,60,10,4,WB,West,40,2.000000,50,S1W,One Way Single Carriageway,30,8,R,Rural,10,60,2600,Norfolk,6900,A47/44,0,562
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389343,2600A47/515,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,639.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,4,WB,West,40,2.000000,51,DUALF,Dual Carriageway (Not Nominated),10,8,R,Rural,10,60,2600,Norfolk,6900,A47/41,0,639
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389345,2600A47/513,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,527.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,4,WB,West,40,2.000000,51,DUALF,Dual Carriageway (Not Nominated),10,8,R,Rural,10,60,2600,Norfolk,6900,A47/41,0,527
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389347,2600A47/509,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,1319.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,4,WB,West,40,2.000000,51,DUALF,Dual Carriageway (Not Nominated),10,8,R,Rural,10,60,2600,Norfolk,6900,A47/41,0,1319
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389349,2600A47/503,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,537.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,1612,DUALT,Dual Carriageway (Nominated),8,8,R,Rural,10,60,2600,Norfolk,6900,A47/40,0,537
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389350,2600A47/495,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,570.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,4,WB,West,40,2.000000,51,DUALF,Dual Carriageway (Not Nominated),10,8,R,Rural,10,60,2600,Norfolk,6900,A47/40,0,570
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389351,2600A47/486,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,1971.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,4,WB,West,40,2.000000,51,DUALF,Dual Carriageway (Not Nominated),10,8,R,Rural,10,60,2600,Norfolk,6900,A47/40,0,1971
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389352,2600A47/484,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,2064.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,1612,DUALT,Dual Carriageway (Nominated),8,8,R,Rural,10,60,2600,Norfolk,6900,A47/40,0,2064
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389353,2600A47/483,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,204.000,3,RBT,Roundabout,30,6,A06,Area 6,60,10,5,CW,Clockwise,50,2.000000,50,S1W,One Way Single Carriageway,30,8,R,Rural,10,60,2600,Norfolk,6900,A47/40,0,204
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389354,2600A47/478,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,1331.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,49,S2W,Two Way Single Carriageway,20,8,R,Rural,10,60,2600,Norfolk,6900,A47/39,0,1331
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389355,2600A47/957,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,491.000,2,SLIP,Slip Road,20,6,A06,Area 6,60,10,4,WB,West,40,2.000000,50,S1W,One Way Single Carriageway,30,8,R,Rural,10,60,2600,Norfolk,6900,A47/41,0,491
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389356,2600A47/569,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,834.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,1612,DUALT,Dual Carriageway (Nominated),8,8,R,Rural,10,60,2600,Norfolk,6900,A47/44,0,834
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389357,2600A47/793,01-Jan-2000 00:00:00,01-Jan-3000 00:00:00,2226.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,49,S2W,Two Way Single Carriageway,20,8,R,Rural,10,60,2600,Norfolk,6900,A47/53,0,2226
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389360,2600A47/787,01-Jan-2000 00:00:00,01-Jan-3000 00:00:00,2309.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,49,S2W,Two Way Single Carriageway,20,8,R,Rural,10,60,2600,Norfolk,6900,A47/51,0,2309
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389362,2600A47/780,01-Jan-2000 00:00:00,01-Jan-3000 00:00:00,2337.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,49,S2W,Two Way Single Carriageway,20,8,R,Rural,10,60,2600,Norfolk,6900,A47/50,0,2337
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389367,2600A47/638,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,766.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,4,WB,West,40,2.000000,51,DUALF,Dual Carriageway (Not Nominated),10,8,R,Rural,10,60,2600,Norfolk,6900,A47/48,0,766
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389368,2600A47/637,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,230.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,1612,DUALT,Dual Carriageway (Nominated),8,8,R,Rural,10,60,2600,Norfolk,6900,A47/48,0,230
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389323,2600A47/562,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,1378.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,1612,DUALT,Dual Carriageway (Nominated),8,8,R,Rural,10,60,2600,Norfolk,6900,A47/44,0,1378
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389325,2600A47/557,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,612.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,4,WB,West,40,2.000000,51,DUALF,Dual Carriageway (Not Nominated),10,8,R,Rural,10,60,2600,Norfolk,6900,A47/44,0,612
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389328,2600A47/551,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,442.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,4,WB,West,40,2.000000,51,DUALF,Dual Carriageway (Not Nominated),10,8,R,Rural,10,60,2600,Norfolk,6900,A47/43,0,442
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389329,2600A47/549,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,540.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,1612,DUALT,Dual Carriageway (Nominated),8,8,R,Rural,10,60,2600,Norfolk,6900,A47/43,0,540
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389332,2600A47/540,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,640.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,4,WB,West,40,2.000000,51,DUALF,Dual Carriageway (Not Nominated),10,8,R,Rural,10,60,2600,Norfolk,6900,A47/43,0,640
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389334,2600A47/537,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,350.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,4,WB,West,40,2.000000,51,DUALF,Dual Carriageway (Not Nominated),10,8,R,Rural,10,60,2600,Norfolk,6900,A47/42,0,350
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389336,2600A47/532,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,686.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,1612,DUALT,Dual Carriageway (Nominated),8,8,R,Rural,10,60,2600,Norfolk,6900,A47/42,0,686
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389337,2600A47/530,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,627.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,4,WB,West,40,2.000000,51,DUALF,Dual Carriageway (Not Nominated),10,8,R,Rural,10,60,2600,Norfolk,6900,A47/42,0,627
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389339,2600A47/523,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,1105.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,1612,DUALT,Dual Carriageway (Nominated),8,8,R,Rural,10,60,2600,Norfolk,6900,A47/42,0,1105
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389340,2600A47/521,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,905.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,4,WB,West,40,2.000000,51,DUALF,Dual Carriageway (Not Nominated),10,8,R,Rural,10,60,2600,Norfolk,6900,A47/41,0,905
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389341,2600A47/518,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,476.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,4,WB,West,40,2.000000,51,DUALF,Dual Carriageway (Not Nominated),10,8,R,Rural,10,60,2600,Norfolk,6900,A47/41,0,476
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389342,2600A47/517,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,660.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,1612,DUALT,Dual Carriageway (Nominated),8,8,R,Rural,10,60,2600,Norfolk,6900,A47/41,0,660
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389299,2600A47/961,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,632.000,2,SLIP,Slip Road,20,6,A06,Area 6,60,10,3,EB,East,30,1.000000,50,S1W,One Way Single Carriageway,30,8,R,Rural,10,60,2600,Norfolk,6900,A47/42,0,632
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389300,2600A47/960,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,583.000,2,SLIP,Slip Road,20,6,A06,Area 6,60,10,3,EB,East,30,2.000000,50,S1W,One Way Single Carriageway,30,8,R,Rural,10,60,2600,Norfolk,6900,A47/42,0,583
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389301,2600A47/958,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,618.000,2,SLIP,Slip Road,20,6,A06,Area 6,60,10,4,WB,West,40,1.000000,50,S1W,One Way Single Carriageway,30,8,R,Rural,10,60,2600,Norfolk,6900,A47/41,0,618
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389303,2600A47/955,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,558.000,2,SLIP,Slip Road,20,6,A06,Area 6,60,10,3,EB,East,30,2.000000,50,S1W,One Way Single Carriageway,30,8,R,Rural,10,60,2600,Norfolk,6900,A47/41,0,558
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389304,2600A47/953,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,558.000,2,SLIP,Slip Road,20,6,A06,Area 6,60,10,4,WB,West,40,1.000000,50,S1W,One Way Single Carriageway,30,8,R,Rural,10,60,2600,Norfolk,6900,A47/40,0,558
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389305,2600A47/952,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,513.000,2,SLIP,Slip Road,20,6,A06,Area 6,60,10,4,WB,West,40,2.000000,50,S1W,One Way Single Carriageway,30,8,R,Rural,10,60,2600,Norfolk,6900,A47/40,0,513
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389306,2600A47/951,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,538.000,2,SLIP,Slip Road,20,6,A06,Area 6,60,10,3,EB,East,30,1.000000,50,S1W,One Way Single Carriageway,30,8,R,Rural,10,60,2600,Norfolk,6900,A47/40,0,538
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389307,2600A47/950,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,483.000,2,SLIP,Slip Road,20,6,A06,Area 6,60,10,3,EB,East,30,2.000000,50,S1W,One Way Single Carriageway,30,8,R,Rural,10,60,2600,Norfolk,6900,A47/40,0,483
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389309,2600A47/606,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,1193.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,4,WB,West,40,2.000000,51,DUALF,Dual Carriageway (Not Nominated),10,8,R,Rural,10,60,2600,Norfolk,6900,A47/46,0,1193
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389310,2600A47/604,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,565.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,1612,DUALT,Dual Carriageway (Nominated),8,8,R,Rural,10,60,2600,Norfolk,6900,A47/46,0,565
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389315,2600A47/582,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,2427.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,4,WB,West,40,2.000000,51,DUALF,Dual Carriageway (Not Nominated),10,8,R,Rural,10,60,2600,Norfolk,6900,A47/45,0,2427
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389317,2600A47/577,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,573.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,4,WB,West,40,2.000000,51,DUALF,Dual Carriageway (Not Nominated),10,8,R,Rural,10,60,2600,Norfolk,6900,A47/45,0,573
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389319,2600A47/575,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,532.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,4,WB,West,40,2.000000,51,DUALF,Dual Carriageway (Not Nominated),10,8,R,Rural,10,60,2600,Norfolk,6900,A47/45,0,532
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389320,2600A47/573,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,594.000,1,MAIN,Main Carriageway,10,6,A06,Area 6,60,10,3,EB,East,30,2.000000,1612,DUALT,Dual Carriageway (Nominated),8,8,R,Rural,10,60,2600,Norfolk,6900,A47/45,0,594
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389274,0500A47/895,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,169.000,4,OB,Ox Bow Lay-by,40,6,A06,Area 6,60,10,3,EB,East,30,1.000000,50,S1W,One Way Single Carriageway,30,8,R,Rural,10,54,0500,Cambridgeshire,1600,A47/16,0,169
3,A,A,30,25,A47,A47 Nuneaton - Gt Yarmouth,30047,389277,0500A47/805,01-Jan-1900 00:00:00,01-Jan-3000 00:00:00,132.000,3,RBT,Roundabout,30,6,A06,Area 6,60,10,5,CW,Clockwise,50,2.000000,50,S1W,One Way Single Carriageway,30,8,R,Rural,10,54,0500,Cambridgeshire,1600,A47/13,0,132
